,word,qt_vogais,qt_consoantes,1,2,3,4,5,fl_digrafo,fl_encontro_vogais
2772,lesma,2,3,l,e,s,m,a,0,0
2773,lesou,3,2,l,e,s,o,u,0,1
2774,lesse,2,3,l,e,s,s,e,1,0
2775,leste,2,3,l,e,s,t,e,0,0
2776,letra,2,3,l,e,t,r,a,0,0
2777,levai,3,2,l,e,v,a,i,0,1
2778,levam,2,3,l,e,v,a,m,0,0
2779,levar,2,3,l,e,v,a,r,0,0
2780,levas,2,3,l,e,v,a,s,0,0
2781,levei,3,2,l,e,v,e,i,0,1
2782,levem,2,3,l,e,v,e,m,0,0
2783,leves,2,3,l,e,v,e,s,0,0
2784,levou,3,2,l,e,v,o,u,0,1
2785,lhama,2,3,l,h,a,m,a,1,0
2786,liame,3,2,l,i,a,m,e,0,1
2787,libra,2,3,l,i,b,r,a,0,0
2788,licao,3,2,l,i,c,a,o,0,0
2789,liceu,3,2,l,i,c,e,u,0,1
2790,licor,2,3,l,i,c,o,r,0,0
2791,lidai,3,2,l,i,d,a,i,0,1
2792,lidam,2,3,l,i,d,a,m,0,0
2793,lidar,2,3,l,i,d,a,r,0,0
2794,lidas,2,3,l,i,d,a,s,0,0
2795,lidei,3,2,l,i,d,e,i,0,1
2796,lidem,2,3,l,i,d,e,m,0,0
2797,lider,2,3,l,i,d,e,r,0,0
2798,lides,2,3,l,i,d,e,s,0,0
2799,lidos,2,3,l,i,d,o,s,0,0
2800,lidou,3,2,l,i,d,o,u,0,1
2801,lieis,3,2,l,i,e,i,s,0,2
2802,ligai,3,2,l,i,g,a,i,0,1
2803,ligam,2,3,l,i,g,a,m,0,0
2804,ligar,2,3,l,i,g,a,r,0,0
2805,ligas,2,3,l,i,g,a,s,0,0
2806,ligou,3,2,l,i,g,o,u,0,1
2807,ligue,3,2,l,i,g,u,e,1,1
2808,lilas,2,3,l,i,l,a,s,0,0
2809,limai,3,2,l,i,m,a,i,0,1
2810,limam,2,3,l,i,m,a,m,0,0
2811,limao,3,2,l,i,m,a,o,0,0
2812,limar,2,3,l,i,m,a,r,0,0
2813,limas,2,3,l,i,m,a,s,0,0
2814,limbo,2,3,l,i,m,b,o,0,0
2815,limei,3,2,l,i,m,e,i,0,1
2816,limem,2,3,l,i,m,e,m,0,0
2817,limes,2,3,l,i,m,e,s,0,0
2818,limou,3,2,l,i,m,o,u,0,1
2819,limpa,2,3,l,i,m,p,a,0,0
2820,limpe,2,3,l,i,m,p,e,0,0
2821,limpo,2,3,l,i,m,p,o,0,0
2822,lince,2,3,l,i,n,c,e,0,0
2823,linda,2,3,l,i,n,d,a,0,0
2824,linda,2,3,l,i,n,d,a,0,0
2825,lindo,2,3,l,i,n,d,o,0,0
2826,linfa,2,3,l,i,n,f,a,0,0
2827,linha,2,3,l,i,n,h,a,1,0
2828,linho,2,3,l,i,n,h,o,1,0
2829,linus,2,3,l,i,n,u,s,0,0
2830,linux,2,3,l,i,n,u,x,0,0
2831,liras,2,3,l,i,r,a,s,0,0
2832,lirio,3,2,l,i,r,i,o,0,1
2833,lisas,2,3,l,i,s,a,s,0,0
2834,lisos,2,3,l,i,s,o,s,0,0
2835,lista,2,3,l,i,s,t,a,0,0
2836,liste,2,3,l,i,s,t,e,0,0
2837,listo,2,3,l,i,s,t,o,0,0
2838,litio,3,2,l,i,t,i,o,0,1
2839,litro,2,3,l,i,t,r,o,0,0
2840,livra,2,3,l,i,v,r,a,0,0
2841,livre,2,3,l,i,v,r,e,0,0
2842,livro,2,3,l,i,v,r,o,0,0
2843,lixai,3,2,l,i,x,a,i,0,1
2844,lixam,2,3,l,i,x,a,m,0,0
2845,lixao,3,2,l,i,x,a,o,0,0
2846,lixar,2,3,l,i,x,a,r,0,0
2847,lixas,2,3,l,i,x,a,s,0,0
2848,lixei,3,2,l,i,x,e,i,0,1
2849,lixem,2,3,l,i,x,e,m,0,0
2850,lixes,2,3,l,i,x,e,s,0,0
2851,lixou,3,2,l,i,x,o,u,0,1
2852,lobao,3,2,l,o,b,a,o,0,0
2853,lobas,2,3,l,o,b,a,s,0,0
2854,lobos,2,3,l,o,b,o,s,0,0
2855,locai,3,2,l,o,c,a,i,0,1
2856,local,2,3,l,o,c,a,l,0,0
2857,locam,2,3,l,o,c,a,m,0,0
2858,locao,3,2,l,o,c,a,o,0,0
2859,locar,2,3,l,o,c,a,r,0,0
2860,locas,2,3,l,o,c,a,s,0,0
2861,locou,3,2,l,o,c,o,u,0,1
2862,logra,2,3,l,o,g,r,a,0,0
2863,logre,2,3,l,o,g,r,e,0,0
2864,logro,2,3,l,o,g,r,o,0,0
2865,loira,3,2,l,o,i,r,a,0,1
2866,loiro,3,2,l,o,i,r,o,0,1
2867,lojas,2,3,l,o,j,a,s,0,0
2868,lombo,2,3,l,o,m,b,o,0,0
2869,lonas,2,3,l,o,n,a,s,0,0
2870,longa,2,3,l,o,n,g,a,0,0
2871,longe,2,3,l,o,n,g,e,0,0
2872,longo,2,3,l,o,n,g,o,0,0
2873,lopes,2,3,l,o,p,e,s,0,0
2874,loque,3,2,l,o,q,u,e,1,1
2875,lorde,2,3,l,o,r,d,e,0,0
2876,lotai,3,2,l,o,t,a,i,0,1
2877,lotam,2,3,l,o,t,a,m,0,0
2878,lotar,2,3,l,o,t,a,r,0,0
2879,lotas,2,3,l,o,t,a,s,0,0
2880,lotea,3,2,l,o,t,e,a,0,1
2881,lotei,3,2,l,o,t,e,i,0,1
2882,lotem,2,3,l,o,t,e,m,0,0
2883,lotes,2,3,l,o,t,e,s,0,0
2884,lotou,3,2,l,o,t,o,u,0,1
2885,lotus,2,3,l,o,t,u,s,0,0
2886,louca,3,2,l,o,u,c,a,0,1
2887,louco,3,2,l,o,u,c,o,0,1
2888,loura,3,2,l,o,u,r,a,0,1
2889,louro,3,2,l,o,u,r,o,0,1
2890,lousa,3,2,l,o,u,s,a,0,1
2891,louva,3,2,l,o,u,v,a,0,1
2892,louve,3,2,l,o,u,v,e,0,1
2893,louvo,3,2,l,o,u,v,o,0,1
2894,lucas,2,3,l,u,c,a,s,0,0
2895,lucio,3,2,l,u,c,i,o,0,1
2896,lucra,2,3,l,u,c,r,a,0,0
2897,lucre,2,3,l,u,c,r,e,0,0
2898,lucro,2,3,l,u,c,r,o,0,0
2899,lugar,2,3,l,u,g,a,r,0,0
2900,lulas,2,3,l,u,l,a,s,0,0
2901,lunar,2,3,l,u,n,a,r,0,0
2902,lupas,2,3,l,u,p,a,s,0,0
2903,lusas,2,3,l,u,s,a,s,0,0
2904,lusos,2,3,l,u,s,o,s,0,0
2905,lutai,3,2,l,u,t,a,i,0,1
2906,lutam,2,3,l,u,t,a,m,0,0
2907,lutar,2,3,l,u,t,a,r,0,0
2908,lutas,2,3,l,u,t,a,s,0,0
2909,lutei,3,2,l,u,t,e,i,0,1
2910,lutem,2,3,l,u,t,e,m,0,0
2911,lutes,2,3,l,u,t,e,s,0,0
2912,lutou,3,2,l,u,t,o,u,0,1
2913,luvas,2,3,l,u,v,a,s,0,0
2914,luxos,2,3,l,u,x,o,s,0,0
2915,luzam,2,3,l,u,z,a,m,0,0
2916,luzas,2,3,l,u,z,a,s,0,0
2917,luzem,2,3,l,u,z,e,m,0,0
2918,luzes,2,3,l,u,z,e,s,0,0
2919,luzia,3,2,l,u,z,i,a,0,1
2920,luzir,2,3,l,u,z,i,r,0,0
2921,luzis,2,3,l,u,z,i,s,0,0
2922,luziu,3,2,l,u,z,i,u,0,1
2923,macas,2,3,m,a,c,a,s,0,0
2924,macho,2,3,m,a,c,h,o,1,0
2925,macia,3,2,m,a,c,i,a,0,1
2926,macio,3,2,m,a,c,i,o,0,1
2927,macom,2,3,m,a,c,o,m,0,0
2928,macos,2,3,m,a,c,o,s,0,0
2929,macro,2,3,m,a,c,r,o,0,0
2930,mafia,3,2,m,a,f,i,a,0,1
2931,magia,3,2,m,a,g,i,a,0,1
2932,magma,2,3,m,a,g,m,a,0,0
2933,magna,2,3,m,a,g,n,a,0,0
2934,magno,2,3,m,a,g,n,o,0,0
2935,magoa,3,2,m,a,g,o,a,0,1
2936,magoe,3,2,m,a,g,o,e,0,1
2937,magoo,3,2,m,a,g,o,o,0,0
2938,magos,2,3,m,a,g,o,s,0,0
2939,magra,2,3,m,a,g,r,a,0,0
2940,magro,2,3,m,a,g,r,o,0,0
2941,maias,3,2,m,a,i,a,s,0,2
2942,maior,3,2,m,a,i,o,r,0,2
2943,major,2,3,m,a,j,o,r,0,0
2944,malas,2,3,m,a,l,a,s,0,0
2945,malba,2,3,m,a,l,b,a,0,0
2946,males,2,3,m,a,l,e,s,0,0
2947,malha,2,3,m,a,l,h,a,1,0
2948,malhe,2,3,m,a,l,h,e,1,0
2949,malho,2,3,m,a,l,h,o,1,0
2950,malta,2,3,m,a,l,t,a,0,0
2951,mamae,3,2,m,a,m,a,e,0,1
2952,mamai,3,2,m,a,m,a,i,0,1
2953,mamam,2,3,m,a,m,a,m,0,0
2954,mamao,3,2,m,a,m,a,o,0,0
2955,mamar,2,3,m,a,m,a,r,0,0
2956,mamas,2,3,m,a,m,a,s,0,0
2957,mamei,3,2,m,a,m,e,i,0,1
2958,mamem,2,3,m,a,m,e,m,0,0
2959,mames,2,3,m,a,m,e,s,0,0
2960,mamou,3,2,m,a,m,o,u,0,1
2961,manas,2,3,m,a,n,a,s,0,0
2962,manca,2,3,m,a,n,c,a,0,0
2963,manco,2,3,m,a,n,c,o,0,0
2964,manda,2,3,m,a,n,d,a,0,0
2965,mande,2,3,m,a,n,d,e,0,0
2966,mando,2,3,m,a,n,d,o,0,0
2967,manea,3,2,m,a,n,e,a,0,1
2968,manes,2,3,m,a,n,e,s,0,0
2969,manga,2,3,m,a,n,g,a,0,0
2970,manha,2,3,m,a,n,h,a,1,0
2971,mania,3,2,m,a,n,i,a,0,1
2972,manja,2,3,m,a,n,j,a,0,0
2973,manje,2,3,m,a,n,j,e,0,0
2974,manjo,2,3,m,a,n,j,o,0,0
2975,manos,2,3,m,a,n,o,s,0,0
2976,mansa,2,3,m,a,n,s,a,0,0
2977,manso,2,3,m,a,n,s,o,0,0
2978,manta,2,3,m,a,n,t,a,0,0
2979,mante,2,3,m,a,n,t,e,0,0
2980,manto,2,3,m,a,n,t,o,0,0
2981,mapas,2,3,m,a,p,a,s,0,0
2982,mapea,3,2,m,a,p,e,a,0,1
2983,marca,2,3,m,a,r,c,a,0,0
2984,marco,2,3,m,a,r,c,o,0,0
2985,marco,2,3,m,a,r,c,o,0,0
2986,mares,2,3,m,a,r,e,s,0,0
2987,maria,3,2,m,a,r,i,a,0,1
2988,maria,3,2,m,a,r,i,a,0,1
2989,mario,3,2,m,a,r,i,o,0,1
2990,mario,3,2,m,a,r,i,o,0,1
2991,marra,2,3,m,a,r,r,a,1,0
2992,marta,2,3,m,a,r,t,a,0,0
2993,marta,2,3,m,a,r,t,a,0,0
2994,marte,2,3,m,a,r,t,e,0,0
2995,masca,2,3,m,a,s,c,a,1,0
2996,masco,2,3,m,a,s,c,o,1,0
2997,massa,2,3,m,a,s,s,a,1,0
2998,matai,3,2,m,a,t,a,i,0,1
2999,matam,2,3,m,a,t,a,m,0,0
3000,matar,2,3,m,a,t,a,r,0,0
3001,matas,2,3,m,a,t,a,s,0,0
3002,matei,3,2,m,a,t,e,i,0,1
3003,matem,2,3,m,a,t,e,m,0,0
3004,mates,2,3,m,a,t,e,s,0,0
3005,matiz,2,3,m,a,t,i,z,0,0
3006,matos,2,3,m,a,t,o,s,0,0
3007,matou,3,2,m,a,t,o,u,0,1
3008,mauro,3,2,m,a,u,r,o,0,1
3009,meada,3,2,m,e,a,d,a,0,1
3010,mecam,2,3,m,e,c,a,m,0,0
3011,mecas,2,3,m,e,c,a,s,0,0
3012,mecha,2,3,m,e,c,h,a,1,0
3013,medem,2,3,m,e,d,e,m,0,0
3014,medes,2,3,m,e,d,e,s,0,0
3015,media,3,2,m,e,d,i,a,0,1
3016,media,3,2,m,e,d,i,a,0,1
3017,medio,3,2,m,e,d,i,o,0,1
3018,medir,2,3,m,e,d,i,r,0,0
3019,medis,2,3,m,e,d,i,s,0,0
3020,mediu,3,2,m,e,d,i,u,0,1
3021,medos,2,3,m,e,d,o,s,0,0
3022,medra,2,3,m,e,d,r,a,0,0
3023,medre,2,3,m,e,d,r,e,0,0
3024,medro,2,3,m,e,d,r,o,0,0
3025,meiao,4,1,m,e,i,a,o,0,2
3026,meias,3,2,m,e,i,a,s,0,2
3027,meiga,3,2,m,e,i,g,a,0,1
3028,meigo,3,2,m,e,i,g,o,0,1
3029,meios,3,2,m,e,i,o,s,0,2
3030,melai,3,2,m,e,l,a,i,0,1
3031,melam,2,3,m,e,l,a,m,0,0
3032,melao,3,2,m,e,l,a,o,0,0
3033,melar,2,3,m,e,l,a,r,0,0
3034,melas,2,3,m,e,l,a,s,0,0
3035,melei,3,2,m,e,l,e,i,0,1
3036,melem,2,3,m,e,l,e,m,0,0
3037,meles,2,3,m,e,l,e,s,0,0
3038,melou,3,2,m,e,l,o,u,0,1
3039,melro,2,3,m,e,l,r,o,0,0
3040,menea,3,2,m,e,n,e,a,0,1
3041,menir,2,3,m,e,n,i,r,0,0
3042,menor,2,3,m,e,n,o,r,0,0
3043,menos,2,3,m,e,n,o,s,0,0
3044,menta,2,3,m,e,n,t,a,0,0
3045,mente,2,3,m,e,n,t,e,0,0
3046,menti,2,3,m,e,n,t,i,0,0
3047,menus,2,3,m,e,n,u,s,0,0
3048,meras,2,3,m,e,r,a,s,0,0
3049,merce,2,3,m,e,r,c,e,0,0
3050,merda,2,3,m,e,r,d,a,0,0
3051,meros,2,3,m,e,r,o,s,0,0
3052,mesas,2,3,m,e,s,a,s,0,0
3053,meses,2,3,m,e,s,e,s,0,0
3054,mesma,2,3,m,e,s,m,a,0,0
3055,mesmo,2,3,m,e,s,m,o,0,0
3056,metal,2,3,m,e,t,a,l,0,0
3057,metam,2,3,m,e,t,a,m,0,0
3058,metas,2,3,m,e,t,a,s,0,0
3059,metei,3,2,m,e,t,e,i,0,1
3060,metem,2,3,m,e,t,e,m,0,0
3061,meter,2,3,m,e,t,e,r,0,0
3062,metes,2,3,m,e,t,e,s,0,0
3063,meteu,3,2,m,e,t,e,u,0,1
3064,metia,3,2,m,e,t,i,a,0,1
3065,metro,2,3,m,e,t,r,o,0,0
3066,mexam,2,3,m,e,x,a,m,0,0
3067,mexas,2,3,m,e,x,a,s,0,0
3068,mexei,3,2,m,e,x,e,i,0,1
3069,mexem,2,3,m,e,x,e,m,0,0
3070,mexer,2,3,m,e,x,e,r,0,0
3071,mexes,2,3,m,e,x,e,s,0,0
3072,mexeu,3,2,m,e,x,e,u,0,1
3073,mexia,3,2,m,e,x,i,a,0,1
3074,miado,3,2,m,i,a,d,o,0,1
3075,miais,3,2,m,i,a,i,s,0,2
3076,miami,3,2,m,i,a,m,i,0,1
3077,miamo,3,2,m,i,a,m,o,0,1
3078,miara,3,2,m,i,a,r,a,0,1
3079,miava,3,2,m,i,a,v,a,0,1
3080,micos,2,3,m,i,c,o,s,0,0
3081,micro,2,3,m,i,c,r,o,0,0
3082,midia,3,2,m,i,d,i,a,0,1
3083,mieis,3,2,m,i,e,i,s,0,2
3084,miemo,3,2,m,i,e,m,o,0,1
3085,migra,2,3,m,i,g,r,a,0,0
3086,migre,2,3,m,i,g,r,e,0,0
3087,migro,2,3,m,i,g,r,o,0,0
3088,mijai,3,2,m,i,j,a,i,0,1
3089,mijam,2,3,m,i,j,a,m,0,0
3090,mijar,2,3,m,i,j,a,r,0,0
3091,mijas,2,3,m,i,j,a,s,0,0
3092,mijei,3,2,m,i,j,e,i,0,1
3093,mijem,2,3,m,i,j,e,m,0,0
3094,mijes,2,3,m,i,j,e,s,0,0
3095,mijou,3,2,m,i,j,o,u,0,1
3096,milha,2,3,m,i,l,h,a,1,0
3097,milho,2,3,m,i,l,h,o,1,0
3098,mimai,3,2,m,i,m,a,i,0,1
3099,mimam,2,3,m,i,m,a,m,0,0
3100,mimar,2,3,m,i,m,a,r,0,0
3101,mimas,2,3,m,i,m,a,s,0,0
3102,mimei,3,2,m,i,m,e,i,0,1
3103,mimem,2,3,m,i,m,e,m,0,0
3104,mimes,2,3,m,i,m,e,s,0,0
3105,mimos,2,3,m,i,m,o,s,0,0
3106,mimou,3,2,m,i,m,o,u,0,1
3107,minai,3,2,m,i,n,a,i,0,1
3108,minam,2,3,m,i,n,a,m,0,0
3109,minar,2,3,m,i,n,a,r,0,0
3110,minas,2,3,m,i,n,a,s,0,0
3111,minas,2,3,m,i,n,a,s,0,0
3112,minei,3,2,m,i,n,e,i,0,1
3113,minem,2,3,m,i,n,e,m,0,0
3114,mines,2,3,m,i,n,e,s,0,0
3115,minha,2,3,m,i,n,h,a,1,0
3116,minis,2,3,m,i,n,i,s,0,0
3117,minou,3,2,m,i,n,o,u,0,1
3118,minta,2,3,m,i,n,t,a,0,0
3119,minto,2,3,m,i,n,t,o,0,0
3120,miolo,3,2,m,i,o,l,o,0,1
3121,miope,3,2,m,i,o,p,e,0,1
3122,mirai,3,2,m,i,r,a,i,0,1
3123,miram,2,3,m,i,r,a,m,0,0
3124,mirar,2,3,m,i,r,a,r,0,0
3125,miras,2,3,m,i,r,a,s,0,0
3126,mirei,3,2,m,i,r,e,i,0,1
3127,mirem,2,3,m,i,r,e,m,0,0
3128,mires,2,3,m,i,r,e,s,0,0
3129,mirou,3,2,m,i,r,o,u,0,1
3130,mirra,2,3,m,i,r,r,a,1,0
3131,missa,2,3,m,i,s,s,a,1,0
3132,mista,2,3,m,i,s,t,a,0,0
3133,misto,2,3,m,i,s,t,o,0,0
3134,mitos,2,3,m,i,t,o,s,0,0
3135,mitra,2,3,m,i,t,r,a,0,0
3136,miuda,3,2,m,i,u,d,a,0,1
3137,miudo,3,2,m,i,u,d,o,0,1
3138,mixos,2,3,m,i,x,o,s,0,0
3139,mixto,2,3,m,i,x,t,o,0,0
3140,moais,3,2,m,o,a,i,s,0,2
3141,moamo,3,2,m,o,a,m,o,0,1
3142,mocao,3,2,m,o,c,a,o,0,0
3143,mocas,2,3,m,o,c,a,s,0,0
3144,mocos,2,3,m,o,c,o,s,0,0
3145,modas,2,3,m,o,d,a,s,0,0
3146,modem,2,3,m,o,d,e,m,0,0
3147,modos,2,3,m,o,d,o,s,0,0
3148,moeda,3,2,m,o,e,d,a,0,1
3149,moeis,3,2,m,o,e,i,s,0,2
3150,moela,3,2,m,o,e,l,a,0,1
3151,moemo,3,2,m,o,e,m,o,0,1
3152,moera,3,2,m,o,e,r,a,0,1
3153,mofai,3,2,m,o,f,a,i,0,1
3154,mofam,2,3,m,o,f,a,m,0,0
3155,mofar,2,3,m,o,f,a,r,0,0
3156,mofas,2,3,m,o,f,a,s,0,0
3157,mofei,3,2,m,o,f,e,i,0,1
3158,mofem,2,3,m,o,f,e,m,0,0
3159,mofes,2,3,m,o,f,e,s,0,0
3160,mofou,3,2,m,o,f,o,u,0,1
3161,mogem,2,3,m,o,g,e,m,0,0
3162,moges,2,3,m,o,g,e,s,0,0
3163,mogno,2,3,m,o,g,n,o,0,0
3164,mogol,2,3,m,o,g,o,l,0,0
3165,moiam,3,2,m,o,i,a,m,0,2
3166,moias,3,2,m,o,i,a,s,0,2
3167,moida,3,2,m,o,i,d,a,0,1
3168,moido,3,2,m,o,i,d,o,0,1
3169,moita,3,2,m,o,i,t,a,0,1
3170,molar,2,3,m,o,l,a,r,0,0
3171,molas,2,3,m,o,l,a,s,0,0
3172,molda,2,3,m,o,l,d,a,0,0
3173,molde,2,3,m,o,l,d,e,0,0
3174,moldo,2,3,m,o,l,d,o,0,0
3175,moles,2,3,m,o,l,e,s,0,0
3176,molha,2,3,m,o,l,h,a,1,0
3177,molhe,2,3,m,o,l,h,e,1,0
3178,molho,2,3,m,o,l,h,o,1,0
3179,momos,2,3,m,o,m,o,s,0,0
3180,monge,2,3,m,o,n,g,e,0,0
3181,monja,2,3,m,o,n,j,a,0,0
3182,monta,2,3,m,o,n,t,a,0,0
3183,monte,2,3,m,o,n,t,e,0,0
3184,monto,2,3,m,o,n,t,o,0,0
3185,morai,3,2,m,o,r,a,i,0,1
3186,moral,2,3,m,o,r,a,l,0,0
3187,moram,2,3,m,o,r,a,m,0,0
3188,morar,2,3,m,o,r,a,r,0,0
3189,moras,2,3,m,o,r,a,s,0,0
3190,morda,2,3,m,o,r,d,a,0,0
3191,morde,2,3,m,o,r,d,e,0,0
3192,mordi,2,3,m,o,r,d,i,0,0
3193,mordo,2,3,m,o,r,d,o,0,0
3194,morei,3,2,m,o,r,e,i,0,1
3195,morem,2,3,m,o,r,e,m,0,0
3196,mores,2,3,m,o,r,e,s,0,0
3197,morna,2,3,m,o,r,n,a,0,0
3198,morno,2,3,m,o,r,n,o,0,0
3199,morou,3,2,m,o,r,o,u,0,1
3200,morra,2,3,m,o,r,r,a,1,0
3201,morre,2,3,m,o,r,r,e,1,0
3202,morri,2,3,m,o,r,r,i,1,0
3203,morro,2,3,m,o,r,r,o,1,0
3204,morsa,2,3,m,o,r,s,a,0,0
3205,morse,2,3,m,o,r,s,e,0,0
3206,morse,2,3,m,o,r,s,e,0,0
3207,morta,2,3,m,o,r,t,a,0,0
3208,morte,2,3,m,o,r,t,e,0,0
3209,morto,2,3,m,o,r,t,o,0,0
3210,mosca,2,3,m,o,s,c,a,1,0
3211,motel,2,3,m,o,t,e,l,0,0
3212,motor,2,3,m,o,t,o,r,0,0
3213,motos,2,3,m,o,t,o,s,0,0
3214,moura,3,2,m,o,u,r,a,0,1
3215,mouro,3,2,m,o,u,r,o,0,1
3216,movam,2,3,m,o,v,a,m,0,0
3217,movas,2,3,m,o,v,a,s,0,0
3218,movei,3,2,m,o,v,e,i,0,1
3219,movel,2,3,m,o,v,e,l,0,0
3220,movem,2,3,m,o,v,e,m,0,0
3221,mover,2,3,m,o,v,e,r,0,0
3222,moves,2,3,m,o,v,e,s,0,0
3223,moveu,3,2,m,o,v,e,u,0,1
3224,movia,3,2,m,o,v,i,a,0,1
3225,mucos,2,3,m,u,c,o,s,0,0
3226,mudai,3,2,m,u,d,a,i,0,1
3227,mudam,2,3,m,u,d,a,m,0,0
3228,mudar,2,3,m,u,d,a,r,0,0
3229,mudas,2,3,m,u,d,a,s,0,0
3230,mudei,3,2,m,u,d,e,i,0,1
3231,mudem,2,3,m,u,d,e,m,0,0
3232,mudes,2,3,m,u,d,e,s,0,0
3233,mudez,2,3,m,u,d,e,z,0,0
3234,mudos,2,3,m,u,d,o,s,0,0
3235,mudou,3,2,m,u,d,o,u,0,1
3236,mugia,3,2,m,u,g,i,a,0,1
3237,mugir,2,3,m,u,g,i,r,0,0
3238,mugis,2,3,m,u,g,i,s,0,0
3239,mugiu,3,2,m,u,g,i,u,0,1
3240,muita,3,2,m,u,i,t,a,0,1
3241,muito,3,2,m,u,i,t,o,0,1
3242,mujam,2,3,m,u,j,a,m,0,0
3243,mujas,2,3,m,u,j,a,s,0,0
3244,mulas,2,3,m,u,l,a,s,0,0
3245,multa,2,3,m,u,l,t,a,0,0
3246,multe,2,3,m,u,l,t,e,0,0
3247,multi,2,3,m,u,l,t,i,0,0
3248,multo,2,3,m,u,l,t,o,0,0
3249,mumia,3,2,m,u,m,i,a,0,1
3250,mundo,2,3,m,u,n,d,o,0,0
3251,munem,2,3,m,u,n,e,m,0,0
3252,munes,2,3,m,u,n,e,s,0,0
3253,munia,3,2,m,u,n,i,a,0,1
3254,munir,2,3,m,u,n,i,r,0,0
3255,munis,2,3,m,u,n,i,s,0,0
3256,muniu,3,2,m,u,n,i,u,0,1
3257,murai,3,2,m,u,r,a,i,0,1
3258,mural,2,3,m,u,r,a,l,0,0
3259,muram,2,3,m,u,r,a,m,0,0
3260,murar,2,3,m,u,r,a,r,0,0
3261,muras,2,3,m,u,r,a,s,0,0
3262,murei,3,2,m,u,r,e,i,0,1
3263,murem,2,3,m,u,r,e,m,0,0
3264,mures,2,3,m,u,r,e,s,0,0
3265,muros,2,3,m,u,r,o,s,0,0
3266,murou,3,2,m,u,r,o,u,0,1
3267,murro,2,3,m,u,r,r,o,1,0
3268,musas,2,3,m,u,s,a,s,0,0
3269,musca,2,3,m,u,s,c,a,1,0
3270,musco,2,3,m,u,s,c,o,1,0
3271,museu,3,2,m,u,s,e,u,0,1
3272,musgo,2,3,m,u,s,g,o,0,0
3273,mutua,3,2,m,u,t,u,a,0,1
3274,mutuo,3,2,m,u,t,u,o,0,1
3275,nabla,2,3,n,a,b,l,a,0,0
3276,nabos,2,3,n,a,b,o,s,0,0
3277,nacao,3,2,n,a,c,a,o,0,0
3278,nacos,2,3,n,a,c,o,s,0,0
3279,nadai,3,2,n,a,d,a,i,0,1
3280,nadam,2,3,n,a,d,a,m,0,0
3281,nadar,2,3,n,a,d,a,r,0,0
3282,nadas,2,3,n,a,d,a,s,0,0
3283,nadei,3,2,n,a,d,e,i,0,1
3284,nadem,2,3,n,a,d,e,m,0,0
3285,nades,2,3,n,a,d,e,s,0,0
3286,nadou,3,2,n,a,d,o,u,0,1
3287,nafta,2,3,n,a,f,t,a,0,0
3288,naipe,3,2,n,a,i,p,e,0,1
3289,nanai,3,2,n,a,n,a,i,0,1
3290,nanam,2,3,n,a,n,a,m,0,0
3291,nanar,2,3,n,a,n,a,r,0,0
3292,nanas,2,3,n,a,n,a,s,0,0
3293,nanei,3,2,n,a,n,e,i,0,1
3294,nanem,2,3,n,a,n,e,m,0,0
3295,nanes,2,3,n,a,n,e,s,0,0
3296,nanou,3,2,n,a,n,o,u,0,1
3297,nardo,2,3,n,a,r,d,o,0,0
3298,nariz,2,3,n,a,r,i,z,0,0
3299,narra,2,3,n,a,r,r,a,1,0
3300,narre,2,3,n,a,r,r,e,1,0
3301,narro,2,3,n,a,r,r,o,1,0
3302,nasal,2,3,n,a,s,a,l,0,0
3303,nasca,2,3,n,a,s,c,a,1,0
3304,nasce,2,3,n,a,s,c,e,1,0
3305,nasci,2,3,n,a,s,c,i,1,0
3306,nasco,2,3,n,a,s,c,o,1,0
3307,natal,2,3,n,a,t,a,l,0,0
3308,natal,2,3,n,a,t,a,l,0,0
3309,natas,2,3,n,a,t,a,s,0,0
3310,natos,2,3,n,a,t,o,s,0,0
3311,nauta,3,2,n,a,u,t,a,0,1
3312,naval,2,3,n,a,v,a,l,0,0
3313,naves,2,3,n,a,v,e,s,0,0
3314,navio,3,2,n,a,v,i,o,0,1
3315,negai,3,2,n,e,g,a,i,0,1
3316,negam,2,3,n,e,g,a,m,0,0
3317,negao,3,2,n,e,g,a,o,0,0
3318,negar,2,3,n,e,g,a,r,0,0
3319,negas,2,3,n,e,g,a,s,0,0
3320,negou,3,2,n,e,g,o,u,0,1
3321,negra,2,3,n,e,g,r,a,0,0
3322,negro,2,3,n,e,g,r,o,0,0
3323,negue,3,2,n,e,g,u,e,1,1
3324,nelas,2,3,n,e,l,a,s,0,0
3325,neles,2,3,n,e,l,e,s,0,0
3326,nenem,2,3,n,e,n,e,m,0,0
3327,nenes,2,3,n,e,n,e,s,0,0
3328,nervo,2,3,n,e,r,v,o,0,0
3329,nesga,2,3,n,e,s,g,a,0,0
3330,nessa,2,3,n,e,s,s,a,1,0
3331,nesse,2,3,n,e,s,s,e,1,0
3332,nesta,2,3,n,e,s,t,a,0,0
3333,neste,2,3,n,e,s,t,e,0,0
3334,netas,2,3,n,e,t,a,s,0,0
3335,netos,2,3,n,e,t,o,s,0,0
3336,neusa,3,2,n,e,u,s,a,0,1
3337,nevai,3,2,n,e,v,a,i,0,1
3338,nevam,2,3,n,e,v,a,m,0,0
3339,nevar,2,3,n,e,v,a,r,0,0
3340,nevas,2,3,n,e,v,a,s,0,0
3341,nevei,3,2,n,e,v,e,i,0,1
